公司名称	披露日期	上市地和板块	保荐机构	披露类型
江苏国茂减速机股份有限公司	2018-04-23	上交所	国泰君安证券股份有限公司	预先披露更新
天津同仁堂集团股份有限公司	2018-04-20	上交所	民生证券股份有限公司	预先披露
温州市冠盛汽车零部件集团股份有限公司	2018-04-20	上交所	国金证券股份有限公司	预先披露更新
青岛蔚蓝生物股份有限公司	2018-04-17	上交所	广发证券股份有限公司	预先披露更新
北京国联视讯信息技术股份有限公司	2018-04-13	上交所	西部证券股份有限公司	预先披露更新
厦门松霖科技股份有限公司	2018-04-13	上交所	广发证券股份有限公司	预先披露
山东新巨丰科技包装股份有限公司	2018-04-13	上交所	中信证券股份有限公司	预先披露更新
江苏富淼科技股份有限公司	2018-04-13	上交所	华创证券有限责任公司	预先披露更新
赛特威尔电子股份有限公司	2018-04-13	上交所	国泰君安证券股份有限公司	预先披露更新
青岛百洋医药股份有限公司	2018-04-13	上交所	广发证券股份有限公司	预先披露
乐元素科技（北京）股份有限公司	2018-04-12	上交所	华泰联合证券有限责任公司	预先披露更新
广东趣炫网络股份有限公司	2018-04-12	上交所	广发证券股份有限公司	预先披露更新
福莱特玻璃集团股份有限公司	2018-04-12	上交所	广发证券股份有限公司	预先披露更新
青岛日辰食品股份有限公司	2018-04-12	上交所	广发证券股份有限公司	预先披露更新
上海永冠众诚新材料科技（集团）股份有限公司	2018-04-09	上交所	东兴证券股份有限公司	预先披露更新
上海行动教育科技股份有限公司	2018-04-09	上交所	安信证券股份有限公司	预先披露更新
中国人民保险集团股份有限公司	2018-04-09	上交所	安信证券股份有限公司,中国国际金融股份有限公司	预先披露更新
北京金房暖通节能技术股份有限公司	2018-04-09	上交所	兴业证券股份有限公司	预先披露更新
南华期货股份有限公司	2018-04-09	上交所	中信证券股份有限公司	预先披露更新
无锡上机数控股份有限公司	2018-04-09	上交所	国金证券股份有限公司	预先披露更新
青岛港国际股份有限公司	2018-04-09	上交所	中信证券股份有限公司	预先披露更新
宁波永新光学股份有限公司	2018-04-04	上交所	海通证券股份有限公司	预先披露更新
宁波球冠电缆股份有限公司	2018-04-04	上交所	光大证券股份有限公司	预先披露更新
江苏丰山集团股份有限公司	2018-04-04	上交所	华泰联合证券有限责任公司	预先披露更新
普陀山旅游发展股份有限公司	2018-04-02	上交所	中国国际金融股份有限公司	预先披露更新
长飞光纤光缆股份有限公司	2018-04-02	上交所	中国国际金融股份有限公司	预先披露更新
上海汇得科技股份有限公司	2018-03-29	上交所	东方花旗证券有限公司	预先披露更新
西安银行股份有限公司	2018-03-29	上交所	中信证券股份有限公司	预先披露更新
浙江泰坦股份有限公司	2018-03-28	上交所	爱建证券有限责任公司	预先披露更新
红塔证券股份有限公司	2018-03-28	上交所	东吴证券股份有限公司	预先披露更新
中创物流股份有限公司	2018-03-26	上交所	中信证券股份有限公司	预先披露更新
北京中视电传传媒广告股份有限公司	2018-03-26	上交所	国元证券股份有限公司	预先披露更新
厦门纵横集团股份有限公司	2018-03-26	上交所	太平洋证券股份有限公司	预先披露更新
广东德兴食品股份有限公司	2018-03-26	上交所	广发证券股份有限公司	预先披露更新
确成硅化学股份有限公司	2018-03-26	上交所	中信建投证券股份有限公司	预先披露更新
亳州药都农村商业银行股份有限公司	2018-03-23	上交所	华泰联合证券有限责任公司	预先披露
江苏利通电子股份有限公司	2018-03-22	上交所	国金证券股份有限公司	预先披露更新
密尔克卫化工供应链服务股份有限公司	2018-03-19	上交所	中德证券有限责任公司	预先披露更新
广东丸美生物技术股份有限公司	2018-03-19	上交所	中信证券股份有限公司	预先披露更新
河南平原智能装备股份有限公司	2018-03-19	上交所	中信建投证券股份有限公司	预先披露更新
浙江芯能光伏科技股份有限公司	2018-03-19	上交所	招商证券股份有限公司	预先披露更新
海南中和药业股份有限公司	2018-03-19	上交所	中信建投证券股份有限公司	预先披露更新
彤程新材料集团股份有限公司	2018-03-09	上交所	国泰君安证券股份有限公司	预先披露更新
佳化化学股份有限公司	2018-03-05	上交所	海通证券股份有限公司	预先披露更新
明阳智慧能源集团股份公司	2018-03-02	上交所	申万宏源证券承销保荐有限责任公司	预先披露
南京证券股份有限公司	2018-03-01	上交所	东吴证券股份有限公司	预先披露更新
迈得医疗工业设备股份有限公司	2018-03-01	上交所	国信证券股份有限公司	预先披露更新
杭州西子智能停车股份有限公司	2018-02-27	上交所	中信建投证券股份有限公司	预先披露更新
金华春光橡塑科技股份有限公司	2018-02-27	上交所	中信建投证券股份有限公司	预先披露更新
富士康工业互联网股份有限公司	2018-02-22	上交所	中国国际金融股份有限公司	预先披露更新
富士康工业互联网股份有限公司	2018-02-09	上交所	中国国际金融股份有限公司	预先披露
仙鹤股份有限公司	2018-02-06	上交所	东方花旗证券有限公司	预先披露更新
北京康辰药业股份有限公司	2018-02-06	上交所	广发证券股份有限公司	预先披露更新
无锡药明康德新药开发股份有限公司	2018-02-06	上交所	华泰联合证券有限责任公司	预先披露更新
宁波天益医疗器械股份有限公司	2018-02-05	上交所	海通证券股份有限公司	预先披露更新
湖南和顺石油股份有限公司	2018-02-05	上交所	信达证券股份有限公司	预先披露更新
浙江叁益科技股份有限公司	2018-02-02	上交所	第一创业证券承销保荐有限责任公司	预先披露更新
中信建投证券股份有限公司	2018-01-30	上交所	瑞士联合银行集团,中国银河证券股份有限公司	预先披露更新
北京新时空科技股份有限公司	2018-01-30	上交所	中信建投证券股份有限公司	预先披露更新
杭州天元宠物用品股份有限公司	2018-01-30	上交所	海通证券股份有限公司	预先披露更新
杭州福膜新材料科技股份有限公司	2018-01-30	上交所	浙商证券股份有限公司	预先披露更新
湖南五新隧道智能装备股份有限公司	2018-01-30	上交所	天风证券股份有限公司	预先披露更新
亿嘉和科技股份有限公司	2018-01-26	上交所	华泰联合证券有限责任公司	预先披露更新
宁波水表股份有限公司	2018-01-26	上交所	国元证券股份有限公司	预先披露更新
兰考瑞华环保电力股份有限公司	2018-01-24	上交所	长江证券承销保荐有限公司	预先披露更新
北京元六鸿远电子科技股份有限公司	2018-01-23	上交所	国泰君安证券股份有限公司	预先披露更新
安徽万朗磁塑股份有限公司	2018-01-23	上交所	国元证券股份有限公司	预先披露更新
武汉贝斯特通信集团股份有限公司	2018-01-23	上交所	招商证券股份有限公司	预先披露更新
江苏鼎胜新能源材料股份有限公司	2018-01-23	上交所	中信证券股份有限公司	预先披露更新
湖北鄂中生态工程股份有限公司	2018-01-23	上交所	华福证券有限责任公司	预先披露更新
上海爱婴室商务服务股份有限公司	2018-01-19	上交所	安信证券股份有限公司	预先披露更新
国联证券股份有限公司	2018-01-19	上交所	南京证券股份有限公司	预先披露更新
新疆东方环宇燃气股份有限公司	2018-01-19	上交所	中信证券股份有限公司	预先披露更新
江苏省新能源开发股份有限公司	2018-01-19	上交所	南京证券股份有限公司,华泰联合证券有限责任公司	预先披露更新
浙江长城电工科技股份有限公司	2018-01-19	上交所	中天国富证券有限公司	预先披露更新
上海漫道金融信息服务股份有限公司	2018-01-17	上交所	平安证券股份有限公司	预先披露更新
上海秦森园林股份有限公司	2018-01-17	上交所	光大证券股份有限公司	预先披露更新
景津环保股份有限公司	2018-01-17	上交所	中国银河证券股份有限公司	预先披露更新
安佑生物科技集团股份有限公司	2018-01-16	上交所	中天国富证券有限公司	预先披露更新
浙江绍兴瑞丰农村商业银行股份有限公司	2018-01-16	上交所	中信建投证券股份有限公司	预先披露更新
甘李药业股份有限公司	2018-01-16	上交所	中信证券股份有限公司	预先披露更新
南通冠东模塑股份有限公司	2018-01-12	上交所	中泰证券股份有限公司	预先披露更新
江苏紫金农村商业银行股份有限公司	2018-01-12	上交所	中信建投证券股份有限公司	预先披露更新
江西沃格光电股份有限公司	2018-01-12	上交所	申港证券股份有限公司	预先披露更新
哈尔滨银行股份有限公司	2018-01-10	上交所	中国国际金融股份有限公司	预先披露更新
威海市商业银行股份有限公司	2018-01-09	上交所	中国银河证券股份有限公司	预先披露更新
绿色动力环保集团股份有限公司	2018-01-09	上交所	中信证券股份有限公司	预先披露更新
芜湖伯特利汽车安全系统股份有限公司	2018-01-09	上交所	中国银河证券股份有限公司	预先披露更新
上海米哈游网络科技股份有限公司	2018-01-05	上交所	华林证券股份有限公司	预先披露更新
中海油能源发展股份有限公司	2018-01-05	上交所	中国国际金融股份有限公司	预先披露更新
振德医疗用品股份有限公司	2018-01-05	上交所	中信证券股份有限公司	预先披露更新
重庆农村商业银行股份有限公司	2018-01-05	上交所	中国国际金融股份有限公司	预先披露
